元表記,出現頻度,正規化後,url,タイプ,チェック,正規化（変更案）,url（変更案）,タイプ
藤川,3,藤川,https://ja.wikipedia.org/wiki/藤川,Keyword,変更,藤川宿,,
岡崎,3,岡崎,https://ja.wikipedia.org/wiki/岡崎,Keyword,変更,岡崎宿,,
貞秀画,3,貞秀画,,,,,,
宮,3,宮,https://ja.wikipedia.org/wiki/宮,Keyword,OK,,,
四日市,3,四日市,https://ja.wikipedia.org/wiki/四日市,Keyword,変更,四日市宿,,
庄野,3,庄野,,,,,,
亀山,3,亀山,https://ja.wikipedia.org/wiki/亀山,Keyword,変更,亀山宿,,
関,3,せき,https://ja.wikipedia.org/wiki/せき,Keyword,要確認,,,
慶応元年閏５月(18650055550),3,慶応元年閏５月(18650055550),,,,,,
閏五改,3,閏五改,,,,,,
水口,3,水口,https://ja.wikipedia.org/wiki/水口,Keyword,変更,水口宿,https://ja.wikipedia.org/wiki/水口宿,
石部,3,石部,https://ja.wikipedia.org/wiki/石部,Keyword,変更,石部宿,https://ja.wikipedia.org/wiki/石部宿,
草津,3,草津,https://ja.wikipedia.org/wiki/草津,Keyword,変更,草津宿,https://ja.wikipedia.org/wiki/草津宿,
詞あり,3,詞あり,,,,,,
鬼,3,鬼,https://ja.wikipedia.org/wiki/鬼,Keyword,OK,,,
元治元年１０月(18640100550),3,元治元年１０月(18640100550),,,,,,
子十改,3,子十改,,,,,,
伊勢庄,3,伊勢庄,,,,,,
拳の言葉あり,3,拳の言葉あり,,,,,,
はしか神,3,はしか神,,,,,,
一松斎芳宗,3,一松斎芳宗,,,,,,
芳藤画,3,芳藤画,,,,,,
痳疹養生之伝,3,痳疹養生之伝,,,,,,
よきもの,3,よきもの,,,,,,
鍾馗,3,鍾馗,https://ja.wikipedia.org/wiki/鍾馗,Keyword,OK,,,
両国,3,両国,https://ja.wikipedia.org/wiki/両国,Keyword,OK,,,
麻疹よけ品包紙か,3,麻疹よけ品包紙か,,,,,,
森五六郎,3,森五六郎,,,,,,
宝井琴凌述,3,宝井琴凌述,,,,,,
丸鉄,3,丸鉄,,,,,,
魚屋栄吉,3,魚屋栄吉,https://ja.wikipedia.org/wiki/魚屋栄吉,Keyword,OK,,,
魚栄版,3,魚栄版,,,,,,
深川,3,深川,https://ja.wikipedia.org/wiki/深川,Keyword,変更,深川(江東区),https://ja.wikipedia.org/wiki/深川_(江東区),
佐野富板,3,佐野富板,,,,,,
蓮台,3,輿,https://ja.wikipedia.org/wiki/輿,Keyword,OK,,,
近久,3,近久,,,,,,
一鴬国周画,3,一鴬国周画,,,,,,
亥三改,3,亥三改,,,,,,
応需大蘓芳年,3,応需大蘓芳年,,,,,,
堀江町二丁目,3,堀江町二丁目,,,,,,
紫宸殿,3,紫宸殿,https://ja.wikipedia.org/wiki/紫宸殿,Keyword,OK,,,
建久元年源頼朝卿上京行粧之図,3,建久元年源頼朝卿上京行粧之図,,,,,,
文久２年１０月(18620100550),3,文久２年１０月(18620100550),,,,,,
戌十改,3,戌十改,,,,,,
柳原新地,3,柳原新地,,,,,,
船橋,3,船橋,https://ja.wikipedia.org/wiki/船橋,Keyword,要確認,,,
元治元年９月(18640090550),3,元治元年９月(18640090550),,,,,,
筑波追討,3,筑波追討,,,,,,
筑波山,3,筑波山,https://ja.wikipedia.org/wiki/筑波山,Mountain,OK,,,
雷,3,雷,https://ja.wikipedia.org/wiki/雷,Keyword,OK,,,
延寿戯画作,3,延寿戯画作,,,,,,
えんまの子,3,えんまの子,,,,,,
地蔵の子,3,地蔵の子,,,,,,
恵比寿,3,えびす_(曖昧さ回避),https://ja.wikipedia.org/wiki/えびす_(曖昧さ回避),Keyword,OK,,,
鳶,3,トビ,https://ja.wikipedia.org/wiki/トビ,Keyword,OK,,,
一川芳員画,3,一川芳員画,,,,,,
慶応３年９月(18670090550),3,慶応３年９月(18670090550),,,,,,
卯九改,3,卯九改,,,,,,
毛理嶋山官軍大勝利之図,3,毛理嶋山官軍大勝利之図,,,,,,
大坂行幸,3,大坂行幸,,,,,,
大蘇,3,大蘇,,,,,,
大蘓,3,大蘓,,,,,,
文久３年９月(18630090550),3,文久３年９月(18630090550),,,,,,
亥九改,3,亥九改,,,,,,
12.4×12.8㎝,2,12.4×12.8㎝,,,,,,
横山町三丁目,2,横山町三丁目,,,,,,
コレラ,2,コレラ,https://ja.wikipedia.org/wiki/コレラ,Keyword,OK,,,
と武江年表にあり,2,と武江年表にあり,,,,,,
一英斎芳艶,2,一英斎芳艶,,,,,,
道化狂画,2,道化狂画,,,,,,
一寿斎芳員狂画印,2,一寿斎芳員狂画印,,,,,,
つづら,2,葛籠,https://ja.wikipedia.org/wiki/葛籠,Keyword,OK,,,
浮世はゆめだゆめだ,2,浮世はゆめだゆめだ,,,,,,
市中の物持ちが思案顔し,2,市中の物持ちが思案顔し,,,,,,
２５,2,２５,,,,,,
卯七改,2,卯七改,,,,,,
占師,2,占い,https://ja.wikipedia.org/wiki/占い,Keyword,OK,,,
天狗,2,天狗,https://ja.wikipedia.org/wiki/天狗,Keyword,OK,,,
象,2,ゾウ,https://ja.wikipedia.org/wiki/ゾウ,Keyword,OK,,,
一勇斎国芳画,2,一勇斎国芳画,,,,,,
幼童遊び子をとろ子をとろ,2,幼童遊び子をとろ子をとろ,,,,,,
手習草子,2,手習草子,,,,,,
２６,2,２６,,,,,,
源義経,2,源義経,https://ja.wikipedia.org/wiki/源義経,Person,OK,,,
畠山重忠,2,畠山重忠,https://ja.wikipedia.org/wiki/畠山重忠,Person,OK,,,
和田義盛,2,和田義盛,https://ja.wikipedia.org/wiki/和田義盛,Person,OK,,,
源頼朝,2,源頼朝,https://ja.wikipedia.org/wiki/源頼朝,Person,OK,,,
北条時政,2,北条時政,https://ja.wikipedia.org/wiki/北条時政,Person,OK,,,
芋酒屋,2,芋酒屋,,,,,,
タコ,2,タコ,https://ja.wikipedia.org/wiki/タコ,Keyword,OK,,,
尾州,2,尾張国,https://ja.wikipedia.org/wiki/尾張国,Keyword,OK,,,
朝廷,2,朝廷,https://ja.wikipedia.org/wiki/朝廷,Keyword,OK,,,
黒田,2,黒田,https://ja.wikipedia.org/wiki/黒田,Keyword,要確認,,,
大貞,2,大貞,,,,,,
岳亭春信,2,岳亭春信,https://ja.wikipedia.org/wiki/岳亭春信,Keyword,OK,,,
仮名垣魯文,2,仮名垣魯文,https://ja.wikipedia.org/wiki/仮名垣魯文,Person,OK,,,
社会事件,2,社会事件,,,,,,
勅使,2,勅使,https://ja.wikipedia.org/wiki/勅使,Keyword,OK,,,
浪花講,2,浪花講,,,,,,
金太郎,2,金太郎,https://ja.wikipedia.org/wiki/金太郎,Keyword,OK,,,
桃太郎,2,桃太郎,https://ja.wikipedia.org/wiki/桃太郎,Keyword,OK,,,
文久３年７月(18630070550),2,文久３年７月(18630070550),,,,,,
亥七改,2,亥七改,,,,,,
狂画大津絵,2,狂画大津絵,,,,,,
腕相撲,2,腕相撲,https://ja.wikipedia.org/wiki/腕相撲,Keyword,OK,,,
棒ひねり,2,棒ひねり,,,,,,
慶応元年１２月(18650120550),2,慶応元年１２月(18650120550),,,,,,
丑十二改,2,丑十二改,,,,,,
隅田了古,2,隅田了古,https://ja.wikipedia.org/wiki/隅田了古,Keyword,OK,,,
駕籠屋,2,駕籠,https://ja.wikipedia.org/wiki/駕籠,Keyword,OK,,,
うき世のゆめ,2,うき世のゆめ,,,,,,
百万遍,2,百万遍,https://ja.wikipedia.org/wiki/百万遍,Keyword,OK,,,
一梅斎芳春画印,2,一梅斎芳春画印,,,,,,
きもつふし,2,きもつふし,,,,,,
なるこもりの図,2,なるこもりの図,,,,,,
文久期カ(55550550551),2,文久期カ(55550550551),,,,,,
名にこともないしようぶし,2,名にこともないしようぶし,,,,,,
慶応３年１０月カ(18670100551),2,慶応３年１０月カ(18670100551),,,,,,
裸の武士２人,2,裸の武士２人,,,,,,
内１人は靴を槍先に乗せて踊る,2,内１人は靴を槍先に乗せて踊る,,,,,,
太刀に羽根が生えて飛んでいく,2,太刀に羽根が生えて飛んでいく,,,,,,
公家は銭をもってにこにこしている,2,公家は銭をもってにこにこしている,,,,,,
土地面,2,土地面,,,,,,
質屋,2,質屋,https://ja.wikipedia.org/wiki/質屋,Keyword,OK,,,
湯屋,2,銭湯,https://ja.wikipedia.org/wiki/銭湯,Keyword,OK,,,
枕引き,2,枕引き,,,,,,
ないない尽し,2,ないない尽し,,,,,,
応需歌しけ戯画,2,応需歌しけ戯画,,,,,,
小島屋重兵衛,2,小島屋重兵衛,https://ja.wikipedia.org/wiki/小島屋重兵衛,Keyword,OK,,,
焼芋屋,2,焼芋屋,,,,,,
呉服屋,2,呉服商,https://ja.wikipedia.org/wiki/呉服商,Keyword,OK,,,
竹馬,2,竹馬,https://ja.wikipedia.org/wiki/竹馬,Keyword,OK,,,
当世三筋のたのしみ,2,当世三筋のたのしみ,,,,,,
２２,2,２２,,,,,,
佐賀,2,佐賀,https://ja.wikipedia.org/wiki/佐賀,Keyword,変更,佐賀藩,https://ja.wikipedia.org/wiki/佐賀藩,Place
高田,2,高田,https://ja.wikipedia.org/wiki/高田,Keyword,要確認,,,
明治元年４月カ(18680040551),2,明治元年４月カ(18680040551),,,,,,
高松,2,高松_(曖昧さ回避),https://ja.wikipedia.org/wiki/高松_(曖昧さ回避),Keyword,OK,,,
行司,2,行司,https://ja.wikipedia.org/wiki/行司,Keyword,OK,,,
鳥居,2,鳥居,https://ja.wikipedia.org/wiki/鳥居,Keyword,OK,,,
子供芸づくし,2,子供芸づくし,,,,,,
にらめくら,2,にらめくら,,,,,,
ひたいおし,2,ひたいおし,,,,,,
腕くらべ,2,腕くらべ,https://ja.wikipedia.org/wiki/腕くらべ,Keyword,NG,,,
腕おし,2,腕おし,,,,,,
みみくらべ,2,みみくらべ,,,,,,
指相撲,2,指相撲,https://ja.wikipedia.org/wiki/指相撲,Keyword,OK,,,
三尺相撲,2,三尺相撲,,,,,,
狂斎百狂どふけ百万編,2,狂斎百狂どふけ百万編,,,,,,
惺々狂斎戯画印,2,惺々狂斎戯画印,,,,,,
ぶしの大当,2,ぶしの大当,,,,,,
の文字あり,2,の文字あり,,,,,,
月見のたわむれ,2,月見のたわむれ,,,,,,
石臼,2,石臼,https://ja.wikipedia.org/wiki/石臼,Keyword,OK,,,
月月に月見る月はおふけれど月見る月ハ此月の月,2,月月に月見る月はおふけれど月見る月ハ此月の月,,,,,,
英語あり,2,英語あり,,,,,,
巴と水車あり,2,巴と水車あり,,,,,,
板倉と稲葉とみて明治元年,2,板倉と稲葉とみて明治元年,,,,,,
天貧坊土地面,2,天貧坊土地面,,,,,,
人形町,2,日本橋人形町,https://ja.wikipedia.org/wiki/日本橋人形町,Place,OK,,,
ゑかつ,2,ゑかつ,,,,,,
商業,2,商業,https://ja.wikipedia.org/wiki/商業,Keyword,OK,,,
伊勢屋兼吉板,2,伊勢屋兼吉板,,,,,,
五雲亭貞秀画印,2,五雲亭貞秀画印,,,,,,
翔鶴丸,2,翔鶴丸,https://ja.wikipedia.org/wiki/翔鶴丸,Keyword,OK,,,
元治元年１月(18640010550),2,元治元年１月(18640010550),,,,,,
藤岡屋慶次郎梓,2,藤岡屋慶次郎梓,,,,,,
江戸通油町,2,江戸通油町,,,,,,
子正改,2,子正改,,,,,,
元治元年カ(18640550551),2,元治元年カ(18640550551),,,,,,
井筒屋,2,井筒屋,https://ja.wikipedia.org/wiki/井筒屋,Organization,変更,井筒屋_(曖昧さ回避),https://ja.wikipedia.org/wiki/井筒屋_(曖昧さ回避),
藤けい,2,藤けい,,,,,,
日蓮,2,日蓮,https://ja.wikipedia.org/wiki/日蓮,Keyword,OK,,,
西遊記,2,西遊記,https://ja.wikipedia.org/wiki/西遊記,Keyword,OK,,,
孫悟空,2,孫悟空,https://ja.wikipedia.org/wiki/孫悟空,Keyword,OK,,,
幕末期(00000000000),2,幕末期(00000000000),,,,,,
よめず,2,よめず,,,,,,
浜,2,浜,https://ja.wikipedia.org/wiki/浜,Keyword,OK,,,
馬込,2,馬込,https://ja.wikipedia.org/wiki/馬込,Place,OK,,,
天保１４〜弘化４年(18330550550),2,天保１４〜弘化４年(18330550550),,,,,,
通三,2,通三,,,,,,
慶応３年３月(18670030550),2,慶応３年３月(18670030550),,,,,,
卯三改,2,卯三改,,,,,,
１２,2,１２,,,,,,
不明版元角形大字印,2,不明版元角形大字印,,,,,,
梅英,2,梅乃家梅英,https://ja.wikipedia.org/wiki/梅乃家梅英,Keyword,OK,,,
怪異,2,怪異,,,,,,
武江年表に,2,武江年表に,,,,,,
風俗,2,風俗,https://ja.wikipedia.org/wiki/風俗,Keyword,OK,,,
丙午歳五月十六日土水性の人うけニ入,2,丙午歳五月十六日土水性の人うけニ入,,,,,,
弘化３年,2,弘化３年,,,,,,
-18460550550,2,-18460550550,,,,,,
渡,2,渡,,,,,,
裏切者,2,裏切者,https://ja.wikipedia.org/wiki/裏切者,Keyword,NG,,,
一魁斎芳年印,2,一魁斎芳年印,,,,,,
かつしか畑守誌,2,かつしか畑守誌,,,,,,
武田の臣,2,武田の臣,,,,,,
本能寺で討死,2,本能寺で討死,,,,,,
国貞筆印,2,国貞筆印,,,,,,
品川,2,品川,https://ja.wikipedia.org/wiki/品川,Keyword,変更,,,Place
三島,2,三島,https://ja.wikipedia.org/wiki/三島,Keyword,OK,,,
原,2,原,https://ja.wikipedia.org/wiki/原,Keyword,要確認,,,
薩陀峠,2,薩陀峠,,,,,,
鞠子,2,鞠子宿,https://ja.wikipedia.org/wiki/鞠子宿,Keyword,OK,,,
夜泣石,2,夜泣き石,https://ja.wikipedia.org/wiki/夜泣き石,Keyword,OK,,,
二川,2,二川,https://ja.wikipedia.org/wiki/二川,Keyword,変更,,,Place
池鯉鮒,2,知立市,https://ja.wikipedia.org/wiki/知立市,City,OK,,,
鳴海,2,鳴海,https://ja.wikipedia.org/wiki/鳴海,Keyword,OK,,,
大津,2,大津,https://ja.wikipedia.org/wiki/大津,Keyword,OK,,,
嘉永３年８月,2,嘉永３年８月,,,,,,
-18500080550,2,-18500080550,,,,,,
飢饉,2,飢饉,https://ja.wikipedia.org/wiki/飢饉,Keyword,OK,,,
風雷山人,2,風雷山人,,,,,,
端唄あり,2,端唄あり,,,,,,
ちょぼくれ,2,ちょんがれ,https://ja.wikipedia.org/wiki/ちょんがれ,Keyword,OK,,,
ちょぼくれあり,2,ちょぼくれあり,,,,,,
おいなまづ,2,おいなまづ,,,,,,
老松のかえうたあり,2,老松のかえうたあり,,,,,,
鯰のけんくわ,2,鯰のけんくわ,,,,,,
持丸,2,持丸,,,,,,
なまづ,2,なまづ,,,,,,
職人のことばあり,2,職人のことばあり,,,,,,
１３,2,１３,,,,,,
自身除妙法,2,自身除妙法,,,,,,
じしんよけのめうほう,2,じしんよけのめうほう,,,,,,
鹿島大明神の神話あり,2,鹿島大明神の神話あり,,,,,,
さやあて,2,さやあて,,,,,,
伊藤,2,伊藤,https://ja.wikipedia.org/wiki/伊藤,Keyword,OK,,,
おたふく弁天,2,おたふく弁天,,,,,,
話家,2,落語家,https://ja.wikipedia.org/wiki/落語家,Keyword,OK,,,
芸者,2,芸妓,https://ja.wikipedia.org/wiki/芸妓,Keyword,OK,,,
飛脚,2,飛脚,https://ja.wikipedia.org/wiki/飛脚,Keyword,OK,,,
安政元年,2,安政元年,,,,,,
-18540550550,2,-18540550550,,,,,,
市川団十郎,2,市川團十郎,https://ja.wikipedia.org/wiki/市川團十郎,Keyword,OK,,,
八代目,2,八代目,,,,,,
昔話,2,昔話,https://ja.wikipedia.org/wiki/昔話,Keyword,OK,,,
一秀斎芳勝画印,2,一秀斎芳勝画印,,,,,,
上金板,2,上金板,,,,,,
了古戯墨,2,了古戯墨,,,,,,
済田,2,済田,,,,,,
済田病後記とあり,2,済田病後記とあり,,,,,,
替歌あり,2,替歌あり,,,,,,
かすれてよめず,2,かすれてよめず,,,,,,
ほうそう神,2,ほうそう神,,,,,,
番付,2,番付,https://ja.wikipedia.org/wiki/番付,Keyword,OK,,,
講釈,2,講談,https://ja.wikipedia.org/wiki/講談,Keyword,OK,,,
五葉舎万字,2,五葉舎万字,,,,,,
たらようのは,2,たらようのは,,,,,,
大黒屋吉之助,2,大黒屋吉之助,,,,,,
深川仲町,2,門前仲町,https://ja.wikipedia.org/wiki/門前仲町,Place,OK,,,
麻疹養生伝,2,麻疹養生伝,,,,,,
大黒屋平吉,2,大黒屋平吉,https://ja.wikipedia.org/wiki/大黒屋平吉,Keyword,OK,,,
大平板,2,大平板,,,,,,
孟斎芳虎画,2,孟斎芳虎画,,,,,,
一松斎芳宗画,2,一松斎芳宗画,,,,,,
詞書,2,詞書,,,,,,
京丸山御軽焼包紙,2,京丸山御軽焼包紙,,,,,,
軽焼,2,軽焼,,,,,,
みみづく,2,みみづく,,,,,,
犬張子,2,張り子,https://ja.wikipedia.org/wiki/張り子,Keyword,OK,,,
33.2×22.4㎝,2,33.2×22.4㎝,,,,,,
疱瘡守護神妙正大明神護符,2,疱瘡守護神妙正大明神護符,,,,,,
下総国千足村,2,下総国千足村,,,,,,
この名の村なし,2,この名の村なし,,,,,,
妙正大明神,2,妙正大明神,,,,,,
有村次左衛門,2,有村次左衛門,https://ja.wikipedia.org/wiki/有村次左衛門,Person,OK,,,
近世義勇伝　森五六郎,2,近世義勇伝　森五六郎,,,,,,
伊藤えん国述,2,伊藤えん国述,,,,,,
小金井北梅,2,小金井北梅,,,,,,
佐野竹之助,2,佐野竹之介,https://ja.wikipedia.org/wiki/佐野竹之介,Keyword,変更,,,Person
山口辰之助,2,山口辰之助,,,,,,
斎藤監物,2,斎藤監物,,,,,,
宝井琴凌述とあり,2,宝井琴凌述とあり,,,,,,
石川一口,2,石川一口,,,,,,
加田九郎太,2,加田九郎太,,,,,,
日下部三郎右衛門,2,日下部三郎右衛門,,,,,,
伊藤円国述,2,伊藤円国述,,,,,,
佐和村軍六,2,佐和村軍六,,,,,,
初代,2,代,https://ja.wikipedia.org/wiki/代,Keyword,OK,,,
川船,2,河川舟運,https://ja.wikipedia.org/wiki/河川舟運,Keyword,OK,,,
芳形毫,2,芳形毫,,,,,,
大山,2,大山,https://ja.wikipedia.org/wiki/大山,Keyword,OK,,,
応需惺々周麿,2,応需惺々周麿,,,,,,
酒匂川,2,酒匂川,https://ja.wikipedia.org/wiki/酒匂川,BodyOfWater,変更,,,Keyword
海老林,2,海老屋林之助,https://ja.wikipedia.org/wiki/海老屋林之助,Keyword,OK,,,
応需七十八歳,2,応需七十八歳,,,,,,
豊国筆,2,豊国筆,,,,,,
駿府,2,駿府,https://ja.wikipedia.org/wiki/駿府,Keyword,OK,,,
とろろ汁,2,とろろ,https://ja.wikipedia.org/wiki/とろろ,Keyword,OK,,,
川越人足,2,川越人足,,,,,,
福忠,2,福忠,,,,,,
越村屋平助,2,越村屋平助,https://ja.wikipedia.org/wiki/越村屋平助,Keyword,OK,,,
渡船,2,渡し船,https://ja.wikipedia.org/wiki/渡し船,Keyword,OK,,,
金毘羅参り,2,金毘羅参り,,,,,,
東海道　土山,2,東海道　土山,,,,,,
三条大橋,2,三条大橋,https://ja.wikipedia.org/wiki/三条大橋,Keyword,OK,,,
石清水行幸,2,石清水行幸,,,,,,
下賀茂社,2,下賀茂社,,,,,,
明治期(55550550550),2,明治期(55550550550),,,,,,
六華園蔵板,2,六華園蔵板,,,,,,
藤岡屋慶治郎梓,2,藤岡屋慶治郎梓,,,,,,
文久元年１１月(18610110550),2,文久元年１１月(18610110550),,,,,,
子九改,2,子九改,,,,,,
元治元年７月(18640070550),2,元治元年７月(18640070550),,,,,,
子七改,2,子七改,,,,,,
慶応元年３月(18650030550),2,慶応元年３月(18650030550),,,,,,
丑三改,2,丑三改,,,,,,
上野,2,上野,https://ja.wikipedia.org/wiki/上野,Place,OK,,,
彰義隊,2,彰義隊,https://ja.wikipedia.org/wiki/彰義隊,Keyword,OK,,,
東北戦争,2,戊辰戦争,https://ja.wikipedia.org/wiki/戊辰戦争,Event,OK,,,
さくら坊芳盛筆,2,さくら坊芳盛筆,,,,,,
長岡城,2,長岡城,https://ja.wikipedia.org/wiki/長岡城,Keyword,OK,,,
樺焼,2,樺焼,,,,,,
すちやらか,2,すちやらか,,,,,,
伊勢神宮,2,伊勢神宮,https://ja.wikipedia.org/wiki/伊勢神宮,Place,OK,,,
材木屋,2,材木売,https://ja.wikipedia.org/wiki/材木売,Keyword,OK,,,
閻魔,2,閻魔,https://ja.wikipedia.org/wiki/閻魔,Keyword,OK,,,
ゑんまの子,2,ゑんまの子,,,,,,
と,2,と,https://ja.wikipedia.org/wiki/と,Keyword,NG,,,
大台,2,大台,,,,,,
五大力,2,五大力,,,,,,
施行,2,施行,https://ja.wikipedia.org/wiki/施行,Keyword,OK,,,
東都日本橋之勝景,2,東都日本橋之勝景,,,,,,
東都名所霞かせき真景,2,東都名所霞かせき真景,,,,,,
霞ヶ関,2,霞が関,https://ja.wikipedia.org/wiki/霞が関,Place,OK,,,
東都名所之内霞ケ関之勝景,2,東都名所之内霞ケ関之勝景,,,,,,
東都浅草東本願寺之図,2,東都浅草東本願寺之図,,,,,,
東海道高輪風景,2,東海道高輪風景,,,,,,
藤岡屋慶次郎版,2,藤岡屋慶次郎版,,,,,,
高輪,2,高輪,https://ja.wikipedia.org/wiki/高輪,Place,OK,,,
東海道沖津駅勝景,2,東海道沖津駅勝景,,,,,,
馬喰町二丁目,2,馬喰町二丁目,,,,,,
東海道名所之内横浜風景,2,東海道名所之内横浜風景,,,,,,
文久元年２月(18610020550),2,文久元年２月(18610020550),,,,,,
丸屋徳造,2,丸屋徳造,https://ja.wikipedia.org/wiki/丸屋徳造,Keyword,OK,,,
丸屋甚八合梓,2,丸屋甚八合梓,,,,,,
５枚続,2,５枚続,,,,,,
酉二改,2,酉二改,,,,,,
横浜港崎廓岩亀楼異人遊興之図,2,横浜港崎廓岩亀楼異人遊興之図,,,,,,
娯楽,2,エンターテインメント,https://ja.wikipedia.org/wiki/エンターテインメント,Keyword,OK,,,
娼,2,娼,,,,,,
妓(含売春,2,妓(含売春,,,,,,
岩亀楼,2,岩亀楼,,,,,,
横浜本町景港崎街新廓,2,横浜本町景港崎街新廓,,,,,,
東海道神名川横浜風景,2,東海道神名川横浜風景,,,,,,
船舶,2,船,https://ja.wikipedia.org/wiki/船,Keyword,OK,,,
蒸気船全図海上浦賀風景,2,蒸気船全図海上浦賀風景,,,,,,
五国異人横浜上陸図,2,五国異人横浜上陸図,,,,,,
東都日本橋大隊練行之図,2,東都日本橋大隊練行之図,,,,,,
軍事,2,軍事,https://ja.wikipedia.org/wiki/軍事,Keyword,OK,,,
駒場之風景,2,駒場之風景,,,,,,
京都戦争之図,2,京都戦争之図,,,,,,
